0,0,1.78E-08
1,0,1.78E-08
1,1,1.78E-08
0,1,1.78E-08
0.1,0,1.78E-08
0.2,0,1.78E-08
0.3,0,1.78E-08
0.4,0,1.78E-08
0.5,0,1.78E-08
0.6,0,1.78E-08
0.7,0,1.78E-08
0.8,0,1.78E-08
0.9,0,1.78E-08
1,0.1,1.78E-08
1,0.2,1.78E-08
1,0.3,1.78E-08
1,0.4,1.78E-08
1,0.5,1.78E-08
1,0.6,1.78E-08
1,0.7,1.78E-08
1,0.8,1.78E-08
1,0.9,1.78E-08
0.9,1,1.78E-08
0.8,1,1.78E-08
0.7,1,1.78E-08
0.6,1,1.78E-08
0.5,1,1.78E-08
0.4,1,1.78E-08
0.3,1,1.78E-08
0.2,1,1.78E-08
0.1,1,1.78E-08
0,0.9,1.78E-08
0,0.8,1.78E-08
0,0.7,1.78E-08
0,0.6,1.78E-08
0,0.5,1.78E-08
0,0.4,1.78E-08
0,0.3,1.78E-08
0,0.2,1.78E-08
0,0.1,1.78E-08
0.479527812,0.513090686,1.78E-08
0.048118232,0.043854617,1.78E-08
0.95637956,0.048047889,1.78E-08
0.04386053,0.951877139,1.78E-08
0.951983765,0.956471056,1.78E-08
0.754732561,0.355687364,1.78E-08
0.360761238,0.264871356,1.78E-08
0.267995529,0.636731606,1.78E-08
0.656531137,0.728281056,1.78E-08
0.089779479,0.160675831,1.78E-08
0.160749616,0.910142169,1.78E-08
0.911403296,0.844143034,1.78E-08
0.841212739,0.090323452,1.78E-08
0.452001609,0.769367264,1.78E-08
0.557917319,0.237023668,1.78E-08
0.229833934,0.453116832,1.78E-08
0.687072798,0.534418207,1.78E-08
0.814596775,0.688267264,1.78E-08
0.259039181,0.158037357,1.78E-08
0.852144254,0.258886993,1.78E-08
0.158840632,0.740526674,1.78E-08
0.745620952,0.841577492,1.78E-08
0.734126313,0.092800269,1.78E-08
0.267169307,0.909496199,1.78E-08
0.090334647,0.267188365,1.78E-08
0.845789696,0.489600078,1.78E-08
0.340482581,0.50455703,1.78E-08
0.482855467,0.335787403,1.78E-08
0.532831843,0.650207476,1.78E-08
