0.609722509,0.856794057,1.78E-08
0.390643384,0.135469426,1.78E-08
0.137892247,0.608634999,1.78E-08
0.711081723,0.231843157,1.78E-08
0.311718158,0.77831424,1.78E-08
0.220949681,0.310667563,1.78E-08
0.542591807,0.075606105,1.78E-08
0.443003915,0.911637027,1.78E-08
0.087409283,0.443691362,1.78E-08
0.718898621,0.663696519,1.78E-08
0.911025104,0.64376971,1.78E-08
0.91024377,0.74526064,1.78E-08
0.175872083,0.104475699,1.78E-08
0.825843805,0.898166783,1.78E-08
0.104689087,0.823999648,1.78E-08
0.899146227,0.17441092,1.78E-08
0.605117521,0.423020495,1.78E-08
0.396963526,0.624161358,1.78E-08
0.371505794,0.388014938,1.78E-08
0.824247444,0.584995526,1.78E-08
0.824992578,0.374046347,1.78E-08
0.524857956,0.741722673,1.78E-08
0.45962127,0.259323686,1.78E-08
0.261627226,0.536219747,1.78E-08
0.606859389,0.57088775,1.78E-08
0.662838408,0.13544348,1.78E-08
0.141773576,0.35372064,1.78E-08
0.353521348,0.857695106,1.78E-08
0.824372135,0.795320734,1.78E-08
0.180941871,0.217988472,1.78E-08
0.218418217,0.81874155,1.78E-08
0.788431957,0.183777415,1.78E-08
0.920069079,0.449561581,1.78E-08
0.445139168,0.073116784,1.78E-08
0.552163604,0.921694491,1.78E-08
0.076451104,0.552517094,1.78E-08
0.645988252,0.92915709,1.78E-08
0.06913751,0.645365744,1.78E-08
0.354012662,0.067969405,1.78E-08
0.335067282,0.187067457,1.78E-08
0.268145865,0.075659488,1.78E-08
0.930427824,0.255792473,1.78E-08
0.188867595,0.663984445,1.78E-08
0.076152756,0.731601014,1.78E-08
0.733091485,0.923576115,1.78E-08
0.670852387,0.805596199,1.78E-08
0.925499683,0.092290628,1.78E-08
0.075584851,0.907419301,1.78E-08
0.907944151,0.925842667,1.78E-08
0.092552039,0.075545918,1.78E-08
0.568027838,0.333089537,1.78E-08
0.699934746,0.442777493,1.78E-08
0.91690294,0.544496777,1.78E-08
0.73847393,0.753938921,1.78E-08
0.389011978,0.710448471,1.78E-08
0.287802515,0.385124179,1.78E-08
0.629872124,0.65448151,1.78E-08
0.900726427,0.346832376,1.78E-08
0.411279904,0.456761587,1.78E-08
0.465491541,0.592870523,1.78E-08
0.514799584,0.830966594,1.78E-08
0.165757615,0.516908064,1.78E-08
0.484202093,0.16077957,1.78E-08
0.765026917,0.511431845,1.78E-08
0.772788667,0.274097692,1.78E-08
0.241951057,0.72380888,1.78E-08
0.2752623,0.240491617,1.78E-08
0.469515005,0.706325974,1.78E-08
0.334792079,0.583686902,1.78E-08
0.409234244,0.327679618,1.78E-08
0.506304799,0.420424667,1.78E-08
0.291648966,0.46378294,1.78E-08
0.559964095,0.497415835,1.78E-08
0.405810371,0.201131105,1.78E-08
0.203924939,0.592875085,1.78E-08
0.593917366,0.779485747,1.78E-08
0.708350147,0.167777679,1.78E-08
0.287182693,0.841610891,1.78E-08
0.645213971,0.19816305,1.78E-08
0.158050957,0.286984373,1.78E-08
0.063682101,0.352750672,1.78E-08
0.637994118,0.074753199,1.78E-08
0.352513947,0.936034502,1.78E-08
0.429589417,0.832606011,1.78E-08
0.166239714,0.430597083,1.78E-08
0.774768654,0.631050332,1.78E-08
0.321085466,0.124558403,1.78E-08
0.125766526,0.678382889,1.78E-08
0.681050464,0.871625476,1.78E-08
0.856666252,0.417838472,1.78E-08
0.142033025,0.044910648,1.78E-08
0.956173953,0.141583385,1.78E-08
0.85844573,0.956040925,1.78E-08
0.0449562,0.857938114,1.78E-08
0.517176701,0.290828815,1.78E-08
0.791301942,0.431372622,1.78E-08
0.642502654,0.274463852,1.78E-08
0.66334924,0.35372066,1.78E-08
0.676818599,0.602117641,1.78E-08
0.309380631,0.700898364,1.78E-08
0.29751748,0.30672167,1.78E-08
0.631953937,0.493360585,1.78E-08
0.40463533,0.546103151,1.78E-08
0.436270235,0.385542763,1.78E-08
0.741195144,0.587746164,1.78E-08
0.20880555,0.386370702,1.78E-08
0.386646702,0.790368002,1.78E-08
0.821138387,0.321310296,1.78E-08
0.339148776,0.65179986,1.78E-08
0.450491775,0.657258947,1.78E-08
0.340317119,0.439648063,1.78E-08
0.345051233,0.334214331,1.78E-08
0.588442321,0.146468816,1.78E-08
0.587482078,0.711147015,1.78E-08
0.528993978,0.564926705,1.78E-08
0.708962714,0.297207704,1.78E-08
